"","Keratinocytes","Clara.cells","Epithelial","Airway.Multiciliated.Cells","Brush.cells","Undefined"
"Cep57",0.153060266,0.105273239,0.105326757,0.412134571,0.140552995,0.368492063
"Fam76b",0.055622228,0.040197183,0.0351418,0.071322506,0.073732719,0.148174603
"Sesn3",0.20307592,0.045515493,0.089334155,0.047633411,0.234009217,0.285396825
"Endod1",0.177471954,0.307425352,0.232836005,0.289419954,0.124423963,0.222063492
"Cwc15",0.791581007,0.702873239,0.475869297,0.700533643,0.696728111,1.480873016
"Amotl1",0.307905035,0.042507042,0.019112207,0.016728538,0.055391705,0.253333333
"1700012B09Rik",0.000688756,0,0,0.098236659,0,0
"Ankrd49",0.01222802,0.005177465,0.005832306,0.01812065,0.019400922,0.006349206
"Mre11a",0.026965823,0.026743662,0.01811344,0.035197216,0.021105991,0.07468254
"Panx1",0.046010957,0.02675493,0.022725031,0.095336427,0.282119816,0.056825397
"Med17",0.102061049,0.083707042,0.081023428,0.085174014,0.111705069,0.070396825
"4931406C07Rik",0.138797287,0.164687324,0.302552404,1.717146172,0.150368664,0.18984127
"Taf1d",0.124711714,0.072095775,0.108236745,0.063897912,0.136497696,0.329365079
"Cep295",0.017691104,0.023814085,0.008199753,0.044361949,0.055483871,0.068809524
"Smco4",0.658674667,0.467746479,0.594845869,1.193410673,0.319032258,0.726587302
"Slc36a4",0.011027915,0.028338028,0.009001233,0.067331787,0.031474654,0.03
"Chordc1",0.200647013,0.072095775,0.138138101,0.217354988,0.076958525,0.396111111
"Zfp317",0.028708583,0.001926761,0.010419236,0.022343387,0,0.047777778
"Gm7808",0.022650665,0.006185915,0.004106042,0.007888631,0.020506912,0.016349206
"Zfp560",0.150900078,0.199329577,0.092256473,0.109953596,0.298018433,0.151507937
"Zfp26",0.033592486,0.029830986,0.019617756,0.061183295,0.053410138,0.072539683
"Zfp426",0.041398382,0.032276056,0.036732429,0.036171694,0.07921659,0.030873016
"Zfp266",0.191001826,0.108484507,0.117373613,0.098491879,0.193502304,0.237380952
"Fbxl12",0.087670232,0.045504225,0.124944513,0.204570766,0.116082949,0.10984127
"Ubl5",1.43881294,1.8332,1.264833539,2.1774942,2.415391705,1.743730159
"Pin1",0.754941299,0.576980282,0.554377312,1.205614849,1.21562212,1.049444444
"A230050P20Rik",0.098604226,0.048591549,0.058618989,0.118677494,0.054654378,0.020793651
"Angptl6",0.050753979,0.044219718,0.028520345,0.123549884,0.173778802,0.037063492
"Ppan",0.162713279,0.10924507,0.139889026,0.082389791,0.173686636,0.166031746
"Eif3g",1.280336551,0.980039437,0.843612824,1.042041763,1.327373272,1.209126984
"Dnmt1",0.039986955,0.044174648,0.034352651,0.133317865,0.087926267,0.142222222
"S1pr2",0.058434646,0.014952113,0.022009864,0,0.040460829,0.062142857
"Mrpl4",0.673224628,0.457729577,0.47864365,0.383921114,0.817788018,0.980396825
"Icam1",2.126316201,0.168512676,0.555092478,0.220951276,0.145806452,1.649603175
"Icam5",0.021505348,0.001369014,0.008088779,0,0.007096774,0
"Raver1",0.090735716,0.100495775,0.065659679,0.1774942,0.177926267,0.215079365
"Tyk2",0.025296113,0.038309859,0.037533909,0.049164733,0.037834101,0.031984127
"Cdc37",1.128082442,0.791408451,0.723033292,1.05487239,1.083778802,1.389761905
"Pde4a",0.02682755,0.032253521,0.033341554,0.11587007,0.018064516,0
"Keap1",0.297401513,0.317002817,0.255635018,0.341113689,0.283824885,0.603650794
"Atg4d",0.30128359,0.219273239,0.216054254,0.260324826,0.341797235,0.371428571
"Kri1",0.048272893,0.039019718,0.041972873,0.088306265,0.110599078,0.063174603
"Cdkn2d",0.341682755,0.128450704,0.202725031,0.398538283,0.685806452,1.721190476
"Ap1m2",0.148314636,0.240540845,0.293834772,0.152714617,0.418018433,0.366507937
"Slc44a2",0.192914166,0.108473239,0.133390875,0.164361949,0.187695853,0.206428571
"Ilf3",0.100626141,0.09235493,0.072046856,0.136914153,0.177511521,0.23984127
"Qtrt1",0.459034699,0.260050704,0.323452528,0.336032483,0.441474654,0.398809524
"Dnm2",0.260738325,0.331442254,0.29918619,0.340928074,0.40562212,0.45468254
"Tmed1",0.458536394,0.238912676,0.215733662,0.393921114,0.355529954,0.536507937
"AB124611",0.025024785,0.01044507,0.010702836,0.088468677,0.019677419,0.062460317
"Carm1",0.046467519,0.041560563,0.049297164,0.046867749,0.067327189,0.082857143
"Yipf2",0.21230107,0.18148169,0.202133169,0.229350348,0.221290323,0.122936508
"Smarca4",0.24808766,0.307701408,0.275561036,0.48424594,0.468248848,0.479761905
"Gm26511",0.013522045,0.008507042,0.008212084,0.004477958,0.002488479,0
"Ldlr",0.081367075,0.128625352,0.184155364,0.185058005,0.441382488,0.233730159
"Spc24",0.023107227,0.008766197,0.013896424,0.02324826,0.069308756,1.770555556
"Kank2",0.036540569,0.066016901,0.030024661,0.017215777,0.025299539,0.057380952
"Dock6",0.015757892,0.012338028,0.007373613,0.006821346,0.036267281,0
"Rab3d",0.486710149,0.388366197,0.3997164,0.26361949,0.370552995,0.538253968
"Tmem205",1.272488912,1.534152113,1.398939581,0.968468677,1.193364055,0.955
"Swsap1",0.055755283,0.047752113,0.046942047,0.054269142,0.07,0.06
"Rgl3",0.041492304,0.04148169,0.045117139,0.047610209,0.131382488,0.037857143
"Ccdc151",0.004816071,0.002028169,0.003822441,0.65225058,0.011520737,0.004047619
"Prkcsh",0.423675972,0.394084507,0.416868064,0.631392111,0.658571429,0.768095238
"Elavl3",0.026370989,0.000569014,0.016313194,0.008677494,0.023548387,0.038015873
"Gm16845",0.039089486,0.019211268,0.025388409,0.044733179,0.018940092,0.00984127
"Ecsit",0.133626402,0.089909859,0.130049322,0.148167053,0.191382488,0.11515873
"Elof1",1.03755544,0.907002817,0.779802713,4.72037123,1.378847926,1.583650794
"Acp5",0.221207931,0.390969014,0.254364982,0.039605568,0.028156682,0.32047619
"Pigyl",0.940195669,0.942304225,0.604821208,0.813016241,0.866129032,1.051111111
"Zfp809",0.094513436,0.048011268,0.048249075,0.060023202,0.04202765,0.050238095
"Zfp599",0.052165406,0.020726761,0.026707768,0.017587007,0.006728111,0.057063492
"Zfp810",0.015288286,0.023014085,0.023131936,0.0112529,0.040368664,0
"Anln",0.008781633,0.001757746,0.006239211,0.004640371,0,0.806111111
"9530077C05Rik",0.012700235,0.005357746,0.011307028,0.19737819,0.029124424,0.023968254
"Rp9",0.969509523,0.841442254,0.571208385,0.506473318,1.281198157,0.914920635
"Bbs9",0.025225672,0.035222535,0.025277435,0.21937355,0.038341014,0.046984127
"Dpy19l1",0.007391077,0.012771831,0.012897657,0.050464037,0.010921659,0
"Herpud2",0.181774067,0.129701408,0.118088779,0.137865429,0.124147465,0.119920635
"7-Sep",0.637876337,0.37571831,0.296929716,0.531716937,0.606728111,0.999365079
"Glb1l2",0.027184973,0.013447887,0.013748459,0.108607889,0.084193548,0.029047619
"Acad8",0.292963736,0.204597183,0.282466091,0.207076566,0.145299539,0.460396825
"Thyn1",0.117644143,0.152935211,0.123945746,0.222134571,0.213271889,0.235952381
"Vps26b",0.090566136,0.085183099,0.095067818,0.06974478,0.206866359,0.128968254
"Ncapd3",0.026830159,0.0164,0.021837238,0.029791183,0.028479263,0.131111111
"Jam3",0.004800417,0.005453521,0.001701603,0.791392111,0,0
"Snx19",0.027539786,0.043650704,0.042416769,0.09324826,0.041013825,0.008095238
"Adamts15",0.028199843,0.017797183,0.038039457,0.017865429,0.014654378,0.026666667
"Zbtb44",0.120584399,0.064614085,0.044981504,0.077238979,0.046912442,0.127301587
"St14",0.22397078,0.397216901,0.291652281,0.538700696,0.562949309,0.226428571
"Aplp2",1.031262718,0.840428169,0.898323058,1.111206497,1.202442396,0.982380952
"Prdm10",0.010109575,0.012439437,0.007533909,0.015846868,0.037511521,0
"Nfrkb",0.061244456,0.039397183,0.046300863,0.081345708,0.116866359,0.123492063
"Tmem45b",0.001617532,0.002974648,0.003057953,0.009767981,1.511935484,0
"Barx2",0.494218628,0.273278873,0.090641184,0.483897912,0.041105991,0.520714286
"Arhgap32",0.144022959,0.255588732,0.162946979,0.286450116,0.24516129,0.157777778
"Ets1",0.138554657,0.129532394,0.043452528,0.071740139,0.073870968,0.124761905
"St3gal4",0.31820767,0.664935211,0.426004932,0.460765661,0.158986175,0.295714286
"Dcps",0.616963214,0.40675493,0.368692972,0.192088167,0.568156682,1.021746032
"Tirap",0.09012001,0.106371831,0.109593095,0.196774942,0.092534562,0.135714286
"Srpr",0.361967128,0.348766197,0.385807645,0.153109049,0.682995392,0.468492063
"Foxred1",0.093070702,0.071464789,0.101676942,0.062018561,0.116267281,0.122857143
"Fam118b",0.091518393,0.079087324,0.070616523,0.201345708,0.189861751,0.093809524
"Rpusd4",0.100453953,0.067166197,0.054747226,0.066426914,0.097327189,0.128888889
"Cdon",0.027098878,0.028016901,0.010653514,0.084733179,0.008525346,0.045
"Pus3",0.065144795,0.029301408,0.01350185,0.008491879,0.066036866,0.024126984
"Hyls1",0.014680407,0.001825352,0.008002466,0.038283063,0.021336406,0.093015873
"Stt3a",0.502520219,0.415887324,0.391282367,0.322273782,0.43281106,0.650079365
"Ei24",0.483699452,0.380980282,0.26811344,0.159280742,0.850138249,0.591825397
"Pknox2",0.030164362,0.005892958,0.007348952,0.00361949,0.108018433,0.022777778
"Tmem218",0.27372815,0.164473239,0.159704069,0.677703016,0.363824885,0.428412698
"Slc37a2",0.011706235,0.001183099,0.001516646,0,0,0
"Ccdc15",0.011200104,0.007752113,0.004919852,0.038468677,0.014239631,0.017301587
"Msantd2",0.048173754,0.023042254,0.026152898,0.182343387,0.035576037,0.019603175
"Vsig2",0.001325333,0.001261972,0.003970407,0,0.413410138,0
"Nrgn",0,0.001402817,0.000912454,0.003317865,1.031428571,0
"Spa17",0.105627446,0.124912676,0.073390875,2.068839907,0.679170507,0.097936508
"Siae",0.042473259,0.040952113,0.040974106,0.053410673,0.042073733,0.034365079
"Tbrg1",0.759689538,0.923177465,0.803489519,0.819930394,0.96921659,0.933492063
"Vwa5a",0.113542917,0.093802817,0.065252774,0.23587007,0.039585253,0.047936508
"Scn3b",0.040482651,0.007391549,0.01298397,0.269164733,0.020230415,0.004047619
"Gramd1b",0.007492825,0.06395493,0.064192355,0.093549884,0.094331797,0.029365079
"Hspa8",3.737158883,0.970811268,3.478273736,3.871160093,2.904009217,3.657857143
"Ubash3b",0.014578659,0.001487324,0.00325524,0.011856148,0,0.013253968
"Sorl1",0.231682755,0.397211268,0.314130703,0.860742459,0.239769585,0.181428571
"Sc5d",0.123822071,0.139397183,0.121183724,0.122552204,0.340875576,0.309285714
"Tbcel",0.150960083,0.114371831,0.093810111,0.932204176,0.150875576,0.173492063
"Arhgef12",0.233258544,0.339971831,0.195450062,0.269211137,0.313271889,0.263412698
"Tmem136",0.011147926,0.022129577,0.004401973,0,0.022857143,0.028253968
"Pou2f3",0.005776154,0.031797183,0.008951911,0.012923434,0.546497696,0
"Oaf",0.118343334,0.035543662,0.055844636,0.011531323,0.045806452,0.162777778
"Trim29",0.525935299,0.110157746,0.017459926,0.019095128,0.031889401,0.456666667
"Usp2",0.165851813,0.036704225,0.237879162,1.013201856,0.226221198,0.151825397
"Cbl",0.1136551,0.084101408,0.061196054,0.155800464,0.181105991,0.110238095
"Nlrx1",0.023417688,0.054569014,0.044673243,0.086774942,0.081843318,0.023650794
"Hinfp",0.009423428,0.012264789,0.008397041,0.01287703,0.009585253,0.022619048
"C2cd2l",0.058463345,0.074557746,0.161159063,0.427053364,0.330460829,0.078095238
"Dpagt1",0.083991651,0.078309859,0.065252774,0.036055684,0.110737327,0.117380952
"H2afx",0.237858075,0.143228169,0.273810111,0.436241299,0.316820276,1.805238095
"Hmbs",0.181085312,0.198292958,0.268705302,0.097192575,0.274930876,0.383730159
"Vps11",0.078951213,0.074523944,0.069358816,0.121925754,0.216774194,0.089920635
"Hyou1",0.036903209,0.050664789,0.028680641,0.071925754,0.031751152,0.030634921
"Slc37a4",0.060427863,0.049092958,0.063119605,0.058793503,0.074930876,0.047936508
"Trappc4",0.901661884,0.748343662,0.651294698,0.897865429,1.045207373,0.913333333
"Rps25",1.63179233,0.946349296,0.769001233,0.879095128,1.507788018,1.454365079
"Ccdc84",0.08699713,0.041673239,0.08134402,0.091508121,0.111428571,0.081031746
"C030014I23Rik",0.107581529,0.084980282,0.082527744,0.088213457,0.116221198,0.047539683
"Bcl9l",0.164096008,0.112861972,0.146029593,0.361809745,0.142580645,0.307142857
"Ddx6",0.226603183,0.258523944,0.20323058,0.392459397,0.44281106,0.299047619
"Phldb1",0.058332899,0.031859155,0.029901356,0.016264501,0.004516129,0.070238095
"Arcn1",0.166449256,0.269746479,0.212268804,0.15450116,0.40516129,0.258888889
"Ift46",0.148690321,0.177723944,0.137706535,1.117633411,0.291751152,0.321190476
"Tmem25",0.020519176,0.031532394,0.040776819,0.0012529,0.037695853,0.013968254
"Ttc36",0.221690582,1.148557746,0.707225647,0.316960557,0.199170507,0.196031746
"Kmt2a",0.15617532,0.126343662,0.071701603,0.191740139,0.297004608,0.172539683
"Ube4a",0.046352726,0.073932394,0.065030826,0.118329466,0.155714286,0.06968254
"Mpzl2",0.417033655,0.230467606,0.1951418,0.04324826,0.040184332,0.723650794
"Mpzl3",0.052238456,0.089622535,0.075869297,0.02900232,0.053179724,0.125079365
"Tmprss4",0.047187582,0.277233803,0.148175092,0.387703016,0.469400922,0.179206349
"Fxyd6",0.005909209,0.015447887,0.002872996,0.064965197,1.918571429,0.053095238
"Dscaml1",0.006397078,0.000416901,0,0.021508121,0.086912442,0
"Cep164",0.22557005,0.153921127,0.082416769,0.611693735,0.275529954,0.273095238
"Bace1",0.034244717,0.042422535,0.034180025,0.034199536,0.071336406,0.008412698
"Gm16536",0.021299243,0.019938028,0.023316893,0.122412993,0.028156682,0.038253968
"Rnf214",0.055870076,0.047802817,0.035018496,0.337238979,0.055576037,0.076269841
"Pcsk7",0.05735977,0.06724507,0.050135635,0.065452436,0.059815668,0.117142857
"Sidt2",0.108465954,0.10915493,0.116942047,0.068515081,0.144930876,0.104444444
"Pafah1b2",0.342561962,0.241785915,0.238286067,0.511160093,0.42202765,0.36468254
"Sik3",0.046605792,0.071650704,0.050110974,0.166194896,0.178479263,0.035873016
"Zpr1",0.249279937,0.145814085,0.162786683,0.195591647,0.298110599,0.318968254
"Bud13",0.029579963,0.029498592,0.011911221,0.081229698,0.016728111,0.099285714
"Cadm1",0.204792591,0.076022535,0.234167694,0.486914153,0.469585253,0.365238095
"Rexo2",1.409621706,1.048901408,1.21377312,1.709535963,1.473364055,1.937857143
"Rbm7",0.8098539,0.387459155,0.373366215,0.377424594,0.612488479,0.897301587
"Gm5617",0.164302113,0.383498592,0.287632552,1.085034803,0.707880184,0.187380952
"Zbtb16",0.064135142,0.050185915,0.037694205,0.020069606,0.011336406,0.060634921
"Usp28",0.055439603,0.009673239,0.012046856,0.02162413,0.043133641,0.008888889
"Zw10",0.063754239,0.044523944,0.042872996,0.05962877,0.130645161,0.142539683
"Ttc12",0.015228281,0.007419718,0.006670777,0.575684455,0.041152074,0.021825397
"Ncam1",0.001883642,0.000405634,0.003156597,0.003735499,0.200460829,0
"Pts",0.720260892,0.694242254,0.558803946,1.072041763,1.269861751,0.730396825
"Bco2",0.006055309,0.025667606,0.021541307,0.036612529,0,0
"Il18",0.016762327,0.113921127,0.053970407,0.050696056,0.312580645,0.006984127
"Sdhd",1.032512392,0.816704225,0.766017263,1.32450116,1.278064516,1.483888889
"Timm8b",0.695896165,0.937104225,0.654143033,0.90387471,1.036082949,0.539285714
"Pih1d2",0.063044613,0.04084507,0.033982737,1.327911833,0.073410138,0.083412698
"Dlat",0.251007044,0.15108169,0.154303329,0.234013921,0.26124424,0.462301587
"Dixdc1",0.019689538,0.084884507,0.050209618,0.157331787,0.161658986,0.019126984
"2310030G06Rik",0.165710931,0.231256338,0.197114673,0.334547564,0.338986175,0.169047619
"Cryab",0.025103052,0.044546479,0.112848335,0.038468677,0.039723502,0.099365079
"1110032A03Rik",0.270923559,0.32475493,0.259210851,1.504176334,0.580230415,0.263253968
"Fdxacb1",0.036300548,0.048878873,0.053933416,0.074013921,0.022857143,0.080952381
"Alg9",0.06644143,0.097628169,0.097965475,0.177006961,0.112949309,0.040238095
"Ppp2r1b",0.092108009,0.04468169,0.050431566,0.065243619,0.116635945,0.145
"Sik2",0.035150013,0.047656338,0.027422935,0.090324826,0.090230415,0.048412698
"Layn",0.021969736,0.002360563,0.005450062,0.039512761,0,0.06531746
"4833427G06Rik",0.007831985,0.003216901,0.008471023,1.207285383,0,0.021428571
"Btg4",0.005797026,0.002005634,0.005462392,0.254269142,0,0
"2010007H06Rik",0.08723976,0.094647887,0.196411837,0.151716937,0.090875576,0.089365079
"Fdx1",1.420587008,1.41211831,1.253341554,0.964709977,1.102119816,1.089285714
"Rdx",0.407631098,0.305284507,0.225511714,0.356612529,0.462304147,0.707698413
"Zc3h12c",0.009227759,0.008721127,0.002589396,0.012412993,0,0
"Ddx10",0.090767023,0.04395493,0.046572133,0.070232019,0.031336406,0.129206349
"Exph5",0.065945734,0.096659155,0.048890259,0.102204176,0.053917051,0.120793651
"Kdelc2",0.048987738,0.028242254,0.015893958,0.020464037,0.042119816,0.078095238
"4930550C14Rik",0.008244195,0.010084507,0.002318126,0.152018561,0,0
"Atm",0.018745108,0.018946479,0.013847102,0.018770302,0.03437788,0.059365079
"Npat",0.027623272,0.011938028,0.018902589,0.014779582,0.084884793,0.058730159
"Acat1",0.57445604,0.385859155,0.441923551,0.938190255,0.430460829,0.894285714
"Cul5",0.095504827,0.111960563,0.061750925,0.109095128,0.069585253,0.105079365
"Gm16124",0.09561701,0.075464789,0.048162762,0.271113689,0.18797235,0.068492063
"Elmod1",0.001460997,0,0.000826141,0.198770302,0.007557604,0
"Dmxl2",0.004145578,0.00308169,0.004352651,0.038677494,0.138525346,0
"Cib2",0.263028959,0.081239437,0.026954377,0.034292343,0.201797235,0.26484127
"Idh3a",0.723615967,0.354501408,0.342836005,1.042204176,0.725990783,1.245793651
"Dnaja4",0.588672058,0.239695775,0.693082614,2.01937355,0.517788018,0.385555556
"Wdr61",0.818878163,0.50743662,0.546313194,0.64974478,0.791013825,0.847301587
"Ireb2",0.034161231,0.027402817,0.022046856,0.061716937,0.083778802,0.029603175
"Psma4",0.743571615,0.827059155,0.635104809,0.659187935,0.81562212,1.148730159
"Ube2q2",0.129775633,0.080061972,0.067410604,0.055545244,0.165299539,0.139603175
"Fbxo22",0.332961127,0.220315493,0.20377312,0.517726218,0.433824885,0.443015873
"Etfa",1.357354553,0.934202817,0.930604192,1.817099768,0.753778802,1.583174603
"Scaper",0.06079833,0.071301408,0.041726264,0.080904872,0.075852535,0.030555556
"Rcn2",0.522092356,0.407915493,0.349617756,0.391392111,0.735852535,0.54984127
"Pstpip1",0.004883903,0.005166197,0.002872996,0,0.226036866,0.008888889
"Tspan3",0.946866684,0.413014085,0.519371147,1.50737819,1.514285714,1.053571429
"Peak1",0.048966867,0.009425352,0.016461159,0.059419954,0.029308756,0.067460317
"Hmg20a",0.044962171,0.044952113,0.037866831,0.069930394,0.08483871,0.055952381
"Snx33",0.036548396,0.063256338,0.033637485,0.040348028,0.099677419,0.05984127
"Imp3",0.890271328,0.712,0.635018496,0.381554524,1.347327189,0.701984127
"Snupn",0.051147926,0.045983099,0.04540074,0.072993039,0.115483871,0.064920635
"Ptpn9",0.050978346,0.061498592,0.03323058,0.029651972,0.125668203,0.082539683
"Sin3a",0.080631359,0.064952113,0.087447596,0.160440835,0.190322581,0.119047619
"2700012I20Rik",0.008857292,0.007932394,0.00649815,0.006821346,0.011889401,0
"Man2c1os",0.008836421,0.014247887,0.005598027,0.016937355,0.010921659,0
"Man2c1",0.118053744,0.114230986,0.144254007,0.166403712,0.145668203,0.179761905
"Neil1",0.056204018,0.0416,0.04729963,0.02262181,0.07921659,0.066349206
"Commd4",0.739919123,0.580766197,0.504389642,0.558213457,0.758894009,0.771428571
"1700017B05Rik",0.031072267,0.039177465,0.025487053,0.12837587,0.055990783,0.053809524
"Ppcdc",0.102222802,0.081847887,0.095314427,0.269675174,0.091751152,0.156825397
"Cox5a",1.535027394,1.437847887,1.247348952,2.042853828,2.392073733,1.98984127
"Fam219b",0.097568484,0.053369014,0.038039457,0.040881671,0.080645161,0.067539683
"Mpi",0.051455779,0.054602817,0.061689273,0.03937355,0.096635945,0.121587302
"Scamp2",0.393211584,0.415335211,0.335647349,0.321693735,0.561612903,0.360238095
"Ulk3",0.045747456,0.036614085,0.035203453,0.049605568,0.044193548,0.008888889
"Lman1l",0.004549961,0.001087324,0.123847102,0.006612529,0.012488479,0
"Csk",0.126845813,0.186890141,0.108360049,0.164199536,0.461152074,0.123095238
"Edc3",0.043472476,0.042292958,0.041837238,0.092714617,0.083410138,0.043888889
"Clk3",0.232974172,0.216371831,0.251726264,0.158723898,0.169815668,0.274444444
"Arid3b",0.013999478,0.009594366,0.00865598,0.026566125,0.056958525,0.04452381
"Ubl7",0.479428646,0.339667606,0.252009864,0.252900232,0.601474654,0.521269841
"Ccdc33",0.007346726,0.006061972,0.004636252,1.161299304,0.065760369,0
"Pml",0.047323245,0.061194366,0.068002466,0.067517401,0.071013825,0.101904762
"Stoml1",0.126798852,0.077808451,0.078273736,0.139071926,0.099539171,0.124920635
"Cd276",0.009021654,0.00571831,0.001393342,0.017354988,0,0.03015873
"Nptn",0.543853379,0.344388732,0.272416769,0.411322506,0.939861751,0.758730159
"Neo1",0.140949648,0.115070423,0.098249075,0.054106729,0.120552995,0.124444444
"Adpgk",0.107649361,0.057447887,0.08161529,0.054292343,0.092626728,0.12031746
"Bbs4",0.101729716,0.056135211,0.043884094,0.318422274,0.20797235,0.160873016
"Arih1",0.199668667,0.181864789,0.210924784,0.2025058,0.262488479,0.192301587
"Hexa",0.377552831,0.448270423,0.395302096,0.329559165,1.01235023,0.306746032
"Parp6",0.095170884,0.058659155,0.052836005,0.047772622,0.167788018,0.036587302
"Pkm",2.310576572,1.770315493,2.063896424,1.557146172,1.762626728,2.790873016
"Gramd2",0.086811897,0.113064789,0.183575832,0.486357309,0.08078341,0.184047619
"Senp8",0.05353509,0.028833803,0.013403206,0.036473318,0.037880184,0.019920635
"Myo9a",0.026647535,0.018467606,0.011652281,0.016357309,0.011843318,0.035793651
"Thsd4",0.016971041,0.047938028,0.027928483,0.017633411,0.009585253,0.006587302
"Lrrc49",0.039963475,0.024332394,0.010961776,0.201809745,0.014700461,0.074603175
"B930082K07Rik",0.009475607,0.006912676,0.004401973,0.013364269,0,0.047857143
"Uaca",0.020777459,0.055938028,0.058286067,0.142830626,0.04562212,0.116269841
"Tle3",0.350247848,0.403402817,0.414217016,0.619350348,0.563179724,0.338730159
"Rplp1",4.746532742,3.971115493,3.245117139,3.401484919,4.205576037,4.428888889
"Kif23",0.017811114,0.029138028,0.020937115,0.032134571,0.02640553,0.99015873
